CodigoCliente,Estrato,Habitaciones,Ingresos,Consumo,IndiceRecaudo,Estado,QSAT
1016638,2,1,2.31,224,0.51,NORMAL,5
1016647,3,1,3.15,329,0.34,NORMAL,5
1016750,3,3,3.26,342,0.29,NORMAL,5
1016789,4,2,3.74,402,0.2,NORMAL,5
1016803,3,3,2.63,264,0.41,NORMAL,2
1016807,3,1,3.02,312,0.44,NORMAL,4
1016858,2,1,2.12,201,0.62,NORMAL,1
1016874,4,2,3.76,404,0.16,NORMAL,3
1016907,2,2,2.22,213,0.67,NORMAL,4
1016952,3,3,3.16,330,0.37,NORMAL,2
1016990,3,4,3.14,327,0.24,EN MORA,5
1017049,4,2,3.59,383,0.13,NORMAL,3
1017085,3,1,3.28,345,0.28,NORMAL,5
1017179,4,1,3.72,399,0.15,NORMAL,4
1017356,3,3,2.77,281,0.47,NORMAL,2
1017399,4,2,3.75,403,0.16,NORMAL,2
1017490,2,2,2.53,252,0.56,NORMAL,2
1017705,3,2,3.37,356,0.19,NORMAL,2
1017745,2,1,2.52,250,0.58,NORMAL,2
1017865,3,4,2.73,276,0.44,NORMAL,3
1017901,2,2,2.46,243,0.58,NORMAL,3
1017952,3,4,3.32,350,0.29,NORMAL,3
1017973,2,4,2.33,227,0.56,NORMAL,1
1018138,4,4,3.68,394,0.16,NORMAL,1
1018221,2,1,2.26,218,0.66,NORMAL,2
1018278,3,1,3.21,336,0.36,NORMAL,2
1018291,3,3,2.75,279,0.42,NORMAL,5
1018304,3,1,2.65,267,0.38,NORMAL,4
1018348,3,1,3.33,351,0.34,NORMAL,1
1018351,2,3,2.33,227,0.52,NORMAL,5
1018428,3,2,2.98,307,0.31,NORMAL,4
1018457,2,1,2.38,233,0.59,NORMAL,4
1018471,3,3,3.23,338,0.3,NORMAL,3
1018476,3,2,2.82,288,0.45,NORMAL,2
1018507,2,2,2.4,235,0.58,NORMAL,5
1018571,2,3,2.6,260,0.4,NORMAL,3
1018582,2,2,2.55,254,0.44,NORMAL,3
1018598,3,4,3.42,362,0.32,NORMAL,3
1018607,2,3,2.47,244,0.46,NORMAL,4
1018654,3,3,3.09,321,0.38,NORMAL,5
1018724,3,2,3.06,318,0.34,NORMAL,5
1018731,2,2,2.56,256,0.57,NORMAL,4
1018735,3,3,2.71,274,0.49,NORMAL,3
1018748,3,4,3.26,342,0.31,NORMAL,3
1018824,2,1,2.61,262,0.56,NORMAL,3
1018877,2,1,2.35,230,0.61,NORMAL,3
1018960,4,1,3.72,399,0.09,NORMAL,5
1019019,3,4,3.42,362,0.3,NORMAL,4
1019056,2,1,2.4,236,0.58,NORMAL,4
1019113,3,1,2.62,263,0.53,NORMAL,3
1019156,3,2,3.12,325,0.25,NORMAL,2
1019159,2,4,2.56,256,0.55,NORMAL,5
1019240,3,2,2.77,282,0.51,NORMAL,2
1019286,4,1,3.59,383,0.21,NORMAL,3
1019362,4,2,3.69,396,0.22,NORMAL,4
1019403,3,3,2.83,289,0.37,NORMAL,5
1019437,3,4,3.16,330,0.23,NORMAL,4
1019781,4,1,3.72,399,0.13,NORMAL,5
1019831,2,2,2.27,219,0.6,NORMAL,1
1019833,2,4,2.33,227,0.56,NORMAL,5
1019878,3,1,2.9,297,0.35,NORMAL,4
1019923,2,2,2.15,205,0.63,NORMAL,2
1020102,2,1,2.15,205,0.65,NORMAL,4
1020109,2,3,2.38,233,0.55,NORMAL,1
1020238,4,3,3.8,409,0.09,NORMAL,3
1020245,3,4,3.53,376,0.26,NORMAL,5
1020308,2,2,2.49,247,0.55,NORMAL,1
1020327,3,3,2.83,289,0.35,NORMAL,2
1020397,3,1,2.95,304,0.44,NORMAL,4
1020403,3,4,3,310,0.28,NORMAL,4
1020422,4,3,3.65,391,0.21,NORMAL,1
1020467,2,3,2.5,248,0.49,NORMAL,4
1020550,3,1,2.76,280,0.35,NORMAL,1
1020602,3,3,3.26,342,0.31,NORMAL,2
1020636,3,4,3.02,313,0.35,NORMAL,3
1020652,3,3,2.63,264,0.53,NORMAL,4
1020726,3,4,2.63,264,0.49,NORMAL,2
1020738,2,4,2.14,203,0.66,NORMAL,2
1020759,3,3,2.81,287,0.38,NORMAL,5
1020764,3,4,3.29,346,0.26,NORMAL,2
1020797,2,3,2.14,203,0.66,NORMAL,1
1020914,2,3,2.42,238,0.61,NORMAL,1
1020933,2,2,2.36,231,0.49,NORMAL,1
1021018,3,1,2.65,267,0.5,NORMAL,2
1021040,3,4,2.89,296,0.44,NORMAL,5
1021207,3,2,2.94,302,0.36,NORMAL,5
1021256,3,3,3.2,335,0.36,NORMAL,4
1021307,4,3,3.56,379,0.18,NORMAL,4
1021443,3,2,2.69,272,0.47,NORMAL,5
1021496,4,1,3.7,397,0.19,NORMAL,5
1021558,4,3,3.56,380,0.18,NORMAL,5
1021595,4,1,3.64,389,0.11,NORMAL,5
1021645,3,4,2.88,295,0.4,NORMAL,5
1021711,2,4,2.39,234,0.56,NORMAL,4
1021777,4,3,3.77,405,0.22,NORMAL,3
1021805,3,2,3.35,353,0.22,NORMAL,4
1021819,2,4,2.28,221,0.53,NORMAL,4
1021824,4,3,3.75,403,0.14,EN MORA,3
1021865,3,2,2.65,267,0.52,NORMAL,3
1021905,3,4,3.12,325,0.41,NORMAL,2
1021978,2,4,2.15,205,0.65,NORMAL,3
1022031,2,1,2.54,253,0.44,NORMAL,1
1022076,3,2,2.87,294,0.46,NORMAL,3
1022098,4,4,3.75,403,0.06,NORMAL,1
1022113,3,3,3.44,365,0.27,NORMAL,3
1022211,4,1,3.73,401,0.19,NORMAL,5
1022287,2,3,2.38,233,0.53,NORMAL,3
1022310,3,2,2.65,267,0.52,NORMAL,5
1022382,2,1,2.52,250,0.56,NORMAL,4
1022582,3,3,3.48,370,0.14,EN MORA,1
1022584,3,3,2.94,303,0.4,NORMAL,3
1022606,4,2,3.56,380,0.26,NORMAL,3
1022625,4,1,3.66,392,0.11,NORMAL,5
1022653,2,3,2.58,258,0.53,NORMAL,5
1022679,3,4,2.98,308,0.43,NORMAL,1
1022685,3,4,2.83,289,0.39,NORMAL,1
1022721,4,2,3.65,390,0.21,NORMAL,4
1022839,3,3,3.21,336,0.34,NORMAL,4
1022991,3,3,2.75,279,0.36,NORMAL,4
1023094,3,1,3.37,356,0.17,EN MORA,4
1023105,3,1,2.69,271,0.53,NORMAL,2
1023105,4,3,3.86,417,0.17,EN MORA,4
1023151,3,3,2.73,277,0.38,NORMAL,4
1023152,2,1,2.37,232,0.57,NORMAL,4
1023239,2,3,2.11,200,0.6,NORMAL,4
1023274,2,4,2.23,214,0.57,NORMAL,3
1023336,3,2,3.48,369,0.3,NORMAL,3
1023517,3,1,2.76,280,0.35,NORMAL,3
1023534,3,2,3.29,346,0.36,NORMAL,2
1023562,2,1,2.21,212,0.64,NORMAL,2
1023642,3,2,2.91,299,0.35,NORMAL,4
1023673,3,4,2.87,294,0.4,NORMAL,1
1023869,3,2,2.78,283,0.51,NORMAL,5
1024246,2,2,2.19,210,0.62,NORMAL,4
1024268,4,3,3.69,396,0.24,EN MORA,5
1024302,2,1,2.48,245,0.6,NORMAL,4
1024306,3,4,2.85,292,0.32,NORMAL,2
1024419,2,4,2.44,240,0.59,NORMAL,2
1024427,4,1,3.87,418,0.18,NORMAL,1
1024481,4,2,3.65,391,0.19,NORMAL,3
1024498,3,4,3.39,358,0.23,NORMAL,1
1024531,3,1,3.28,345,0.32,NORMAL,5
1024543,3,1,2.8,285,0.36,NORMAL,5
1024584,2,1,2.14,203,0.6,NORMAL,1
1024690,3,2,3.34,352,0.26,NORMAL,2
1024698,2,1,2.5,248,0.51,NORMAL,4
1024774,3,1,2.76,280,0.51,NORMAL,2
1024859,3,2,2.87,294,0.48,NORMAL,4
1024915,2,1,2.54,253,0.42,NORMAL,1
1025034,3,2,2.65,267,0.38,NORMAL,2
1025100,2,1,2.53,252,0.58,NORMAL,4
1025407,4,2,3.55,378,0.14,EN MORA,1
1025543,2,1,2.33,227,0.5,NORMAL,5
1025557,3,2,2.85,291,0.43,NORMAL,2
1025561,3,4,3.25,341,0.33,NORMAL,4
1025591,3,4,2.69,271,0.39,NORMAL,1
1025609,4,4,3.65,391,0.25,NORMAL,5
1025655,3,2,3.06,317,0.31,NORMAL,3
1025680,3,3,3.25,341,0.35,NORMAL,1
1025683,2,2,2.26,218,0.62,NORMAL,5
1025793,3,4,2.81,286,0.42,NORMAL,4
1025798,4,1,3.62,387,0.18,NORMAL,1
1025894,3,3,3.21,336,0.24,EN MORA,3
1025912,4,3,3.61,386,0.24,EN MORA,5
1025915,4,2,3.69,395,0.18,NORMAL,5
1025918,2,4,2.4,235,0.56,NORMAL,1
1025946,3,3,3.28,345,0.26,NORMAL,3
1025968,2,3,2.51,249,0.51,NORMAL,5
1025987,3,2,3.02,312,0.38,NORMAL,3
1026316,3,2,2.9,297,0.45,NORMAL,1
1026421,3,1,3.41,361,0.2,NORMAL,5
1026507,2,4,2.43,239,0.53,NORMAL,1
1026592,3,3,2.69,272,0.43,NORMAL,3
1026735,4,3,3.77,405,0.22,NORMAL,3
1026813,3,2,2.98,307,0.29,NORMAL,2
1026849,3,3,3.53,376,0.28,NORMAL,1
1026856,3,2,2.9,298,0.35,NORMAL,5
1026890,3,3,3.35,353,0.34,NORMAL,5
1026916,4,3,3.55,378,0.24,EN MORA,4
1026979,3,3,3.4,360,0.22,NORMAL,1
1027017,3,4,2.97,306,0.45,NORMAL,3
1027140,4,3,3.54,377,0.16,NORMAL,3
1027173,3,3,3.5,372,0.13,NORMAL,4
1027231,3,2,3.45,366,0.31,NORMAL,3
1027260,2,2,2.29,222,0.51,NORMAL,4
1027313,3,2,3.02,312,0.34,NORMAL,5
1027328,3,2,3.02,313,0.41,NORMAL,3
1027358,2,2,2.29,222,0.61,NORMAL,5
1027399,4,3,3.79,408,0.05,NORMAL,2
1027418,4,1,3.69,395,0.2,NORMAL,2
1027543,2,3,2.61,262,0.44,NORMAL,3
1027564,2,3,2.55,254,0.5,NORMAL,4
1027715,3,1,3.01,311,0.32,NORMAL,2
1027768,4,4,3.82,412,0.1,NORMAL,3
1027779,3,3,2.92,300,0.45,NORMAL,5
1027928,3,4,2.99,309,0.4,NORMAL,4
1027931,3,2,3.1,322,0.35,NORMAL,1
1027934,2,2,2.55,254,0.58,NORMAL,5
1027965,2,3,2.29,222,0.55,NORMAL,4
1027973,3,1,3.39,358,0.19,NORMAL,3
1028080,3,3,3.22,337,0.38,NORMAL,3
1028138,2,4,2.4,235,0.46,NORMAL,2
1028142,3,3,3.29,346,0.3,NORMAL,4
1028261,3,2,3.22,337,0.34,NORMAL,4
1028421,3,3,3.06,318,0.26,NORMAL,1
1028472,4,1,3.79,408,0.09,NORMAL,4
1028544,3,2,2.89,296,0.34,NORMAL,1
1028565,3,1,3.26,342,0.29,NORMAL,4
1028671,2,4,2.27,220,0.66,NORMAL,4
1028689,4,1,3.65,391,0.25,NORMAL,5
1028740,3,4,3.16,330,0.31,NORMAL,5
1029002,3,3,2.89,296,0.48,NORMAL,4
1029098,2,1,2.41,237,0.52,NORMAL,3
1029224,3,1,3.06,318,0.3,NORMAL,5
1029248,4,4,3.56,380,0.2,NORMAL,1
1029337,3,1,3.49,371,0.3,NORMAL,3
1029342,2,1,2.45,242,0.5,NORMAL,3
1029347,2,4,2.4,236,0.5,NORMAL,4
1029370,3,1,3.25,341,0.33,NORMAL,2
1029426,3,3,3.15,328,0.26,NORMAL,4
1029678,2,3,2.21,212,0.54,NORMAL,2
1029696,2,2,2.35,230,0.49,NORMAL,1
1029707,3,2,3,310,0.36,NORMAL,5
1029749,2,4,2.5,248,0.49,NORMAL,4
1029842,2,4,2.45,242,0.5,NORMAL,3
1029923,3,3,3.01,311,0.28,NORMAL,5
1029926,3,4,3.29,346,0.34,NORMAL,2
1030155,3,4,3.44,365,0.17,EN MORA,4
1030191,3,1,3.26,342,0.27,NORMAL,2
1030421,2,2,2.13,202,0.68,NORMAL,5
