CodigoCliente,Estrato,Habitaciones,Ingresos,Consumo,IndiceRecaudo,Estado,QSAT
1007413,3,2,1.8,304,0.12,NORMAL,2.2
1007475,4,3,1.8,223,0,NORMAL,1
1007500,3,3,2.1,306,0.87,NORMAL,1.3
1007522,,5,3.5,240,1,NORMAL,2.9
1007545,0,4,2.3,293,0.39,NORMAL,4.8
1007609,3,5,3.4,410,0.51,NORMAL,3.2
1007696,0,2,2.6,409,0.68,NORMAL,2
1007761,2,4,3.4,409,0.08,NORMAL,1
1007846,5,4,2.4,323,0.34,NORMAL,1.1
1007946,3,5,3,394,0.37,NORMAL,3.3
1008128,3,3,-1.9,252,0.06,NORMAL,2.7
1008190,3,2,1.6,362,0,NORMAL,4.6
1008254,2,4,2,352,0.04,NORMAL,2.8
1008360,0,5,-1.9,319,0.91,NORMAL,3.6
1008446,3,5,-1.9,324,0.12,NORMAL,3.2
1008569,5,3,3.3,358,0.87,NORMAL,3.5
1008596,2,4,2.8,377,0.55,NORMAL,2.7
1008626,5,3,2.6,223,0.65,NORMAL,3.4
1008677,0,3,3.2,385,0.33,NORMAL,1.5
1008743,2,2,2.1,330,0.29,NORMAL,2.9
1008937,1,4,-1.9,383,0.38,NORMAL,4.7
1009101,0,3,1.8,252,0.72,NORMAL,2.1
1009227,5,2,-1.9,390,0.12,NORMAL,4.7
1009248,3,2,1.8,269,0.3,NORMAL,1.4
1009248,1,5,1.5,339,0.62,NORMAL,1.7
1009253,5,4,1.6,394,0.38,NORMAL,1.2
1009292,0,4,,202,0.47,NORMAL,3.6
1009301,1,2,3.1,323,0.99,NORMAL,5
1009302,3,5,3,375,0.85,NORMAL,3.5
1009311,0,3,2.2,313,0.54,NORMAL,3.5
1009325,4,,3.3,267,0.67,NORMAL,2.7
1009377,3,2,2.3,201,0.32,NORMAL,2.6
1009443,2,2,2.6,309,0.4,NORMAL,1.3
1009522,2,2,1.8,247,0.29,NORMAL,1.3
1009532,0,3,2.8,388,0.93,NORMAL,3.2
1009582,2,4,1.2,291,0.75,NORMAL,3.3
1009650,4,2,1.9,322,0.81,NORMAL,4.7
1009724,1,2,1.1,265,0.98,NORMAL,1.6
1009731,5,5,3.5,264,0.38,NORMAL,4.4
1009834,4,3,1.9,298,0.57,NORMAL,
1009848,2,4,-1.9,359,0.13,SUSPENDIDO,2.5
1009860,3,2,3.3,414,0.12,NORMAL,3.9
1009922,1,3,2,238,0.48,NORMAL,4.3
1009935,5,2,2,257,0.05,NORMAL,3.4
1009945,,5,3,354,0,NORMAL,4.9
1009955,2,5,1.4,212,0.04,NORMAL,4.2
1010029,1,2,1.2,220,0.67,NORMAL,2.3
1010051,5,4,2.7,257,0.14,NORMAL,3.2
1010097,3,5,1.6,392,0.05,NORMAL,4
1010120,3,5,1.6,218,0.58,NORMAL,1.5
1010138,,4,1.1,360,0.27,NORMAL,2.3
1010184,1,5,2,290,0.75,NORMAL,2.3
1010389,2,4,2.5,338,0.15,SUSPENDIDO,4.4
1010406,5,3,2.9,205,0.77,NORMAL,4.4
1010450,4,3,2.4,280,0.34,NORMAL,4
1010453,4,4,1.2,230,0.4,NORMAL,4.3
1010551,1,3,1.7,264,0.47,NORMAL,4
1010650,4,5,3.3,306,0.33,NORMAL,2.3
1010679,1,2,3.2,226,0,NORMAL,1.6
1010690,2,2,3,309,0.94,NORMAL,2.4
1010692,0,5,3.1,237,0.22,NORMAL,4.1
1010930,5,5,3,213,0.08,NORMAL,4.2
1010944,0,3,1.6,236,0.2,NORMAL,2.8
1010954,3,2,1.2,256,0.31,NORMAL,4.6
1010976,4,4,3.5,273,0.39,NORMAL,4.8
1010987,3,3,3.3,222,0.77,NORMAL,2.1
1010995,4,3,-2.1,410,0.98,NORMAL,4.5
1010997,1,4,1.6,394,0.27,NORMAL,1
1011046,4,3,1.9,328,0.56,NORMAL,1.4
1011072,0,2,3.4,298,0.72,NORMAL,5
1011081,5,4,3.3,299,0.22,NORMAL,3.3
1011111,4,4,1.6,418,,NORMAL,4.4
1011218,5,3,1,359,0.98,NORMAL,2.1
1011221,4,3,1.2,376,0.43,NORMAL,5
1011229,0,5,2.9,341,0.91,NORMAL,3.3
1011253,0,5,3.4,372,,NORMAL,2
1011268,1,2,2.7,391,0.85,NORMAL,4.5
1011330,2,3,3.1,293,0.68,NORMAL,4
1011344,5,4,2.7,207,0.7,NORMAL,1.9
1011371,4,4,3.2,209,0.24,NORMAL,4.8
1011401,1,2,2.3,238,0.24,NORMAL,1.6
1011408,0,3,2.9,309,0.05,NORMAL,1.7
1011427,3,4,1.2,264,0.55,NORMAL,3.2
1011607,0,5,1,319,0.43,NORMAL,2.7
1011659,5,4,3.1,254,0.06,SUSPENDIDO,1
1011676,4,3,2.6,393,0.56,NORMAL,3.4
1011748,2,,3,366,0.85,NORMAL,1.4
1011942,0,3,3.2,-138,0.26,NORMAL,2.5
1012035,4,3,2.3,342,0.78,NORMAL,
1012039,3,5,1.1,376,0.15,NORMAL,3.7
1012144,4,4,1.2,335,0.15,NORMAL,4.8
1012153,1,4,3,262,0.8,NORMAL,1.4
1012228,1,2,2.7,353,0.3,NORMAL,1.1
1012230,3,2,2.1,210,0.9,NORMAL,4.7
1012266,2,5,2.7,325,0.66,NORMAL,2.5
1012271,4,5,1.2,366,0.47,NORMAL,2.4
1012279,5,2,1,418,0.8,NORMAL,3
1012467,1,5,3,291,0.54,NORMAL,3.6
1012489,5,5,2.1,278,0.99,NORMAL,2.4
1012507,3,2,3.4,380,0.33,NORMAL,1.8
1012561,0,3,1.2,343,0.28,NORMAL,1.9
1012736,3,2,1,362,0.32,NORMAL,3.8
1012751,5,5,3.3,252,0.79,NORMAL,1.6
1012879,4,2,2,321,0.91,NORMAL,1.7
1012942,5,2,2.9,206,0.04,SUSPENDIDO,2.5
1012976,4,5,2.6,301,0.04,NORMAL,2.4
1012985,4,5,1.2,360,0.77,NORMAL,3.5
1012992,0,5,3.4,216,0.35,NORMAL,3.9
1012999,5,2,3.3,207,0.3,NORMAL,3.4
1013026,3,5,1.3,348,0.38,NORMAL,2.3
1013032,3,3,1,268,0.06,NORMAL,1.5
1013113,0,5,3.2,373,0.93,NORMAL,4.4
1013127,2,4,2.6,309,0.64,NORMAL,2.8
1013244,4,2,3.2,359,0.15,NORMAL,3.3
1013310,1,5,3.4,227,0.69,NORMAL,1.7
1013445,5,5,3.1,340,0.55,NORMAL,1.9
1013471,5,2,1.5,310,0.44,NORMAL,3.4
1013486,3,5,3.3,326,0.41,NORMAL,2.5
1013643,2,3,1.2,343,0.12,NORMAL,2.2
1013965,0,3,2.6,356,0.84,NORMAL,3.9
1014058,0,2,1.6,242,0.79,NORMAL,2.7
1014111,4,3,3.3,397,0.31,NORMAL,3.5
1014115,4,4,3.4,290,0.38,NORMAL,1.3
1014479,3,4,3,318,0.22,NORMAL,3.8
1014547,3,4,2.4,333,0.14,NORMAL,1.6
1014555,3,4,3.3,319,0.26,NORMAL,5
1014603,5,2,2.2,284,0.09,NORMAL,3.5
1014648,1,4,1.2,397,0.36,NORMAL,3.1
1014662,3,5,1.9,205,0.65,NORMAL,4.7
1014684,5,4,2.9,268,0.83,NORMAL,2
1014731,5,4,1.8,356,0.61,NORMAL,2.3
1014735,3,2,2.3,310,0.75,NORMAL,3.9
1014868,5,2,3.4,266,0.1,NORMAL,5
1014959,3,5,1.1,304,0.17,NORMAL,2.9
1014968,1,3,1.2,277,0.69,NORMAL,4.2
1015019,5,2,2.8,277,0.06,NORMAL,3.6
1015052,4,3,1.8,352,0,NORMAL,2.3
1015277,2,3,2.3,314,0.74,NORMAL,1.4
1015282,5,4,2.7,372,0.54,NORMAL,1.1
1015384,3,3,2.2,271,0.27,NORMAL,1.5
1015434,1,4,3.4,245,0.64,NORMAL,4.9
1015484,2,3,2.8,314,0.92,NORMAL,2.6
1015496,4,3,2.1,318,0.47,NORMAL,2.6
1015517,2,3,1.2,387,0.5,NORMAL,2.6
1015524,0,3,3.5,406,0.25,NORMAL,1.2
1015549,3,3,1.9,314,0.15,NORMAL,2.4
1015641,0,3,1.3,387,0.59,NORMAL,2.9
1015657,2,4,2.1,205,,NORMAL,4.9
1015700,5,5,2.9,321,0.38,NORMAL,1.8
1015740,3,5,3.2,334,0.01,NORMAL,1.7
1015764,1,2,1.9,415,0.81,NORMAL,1.5
1015909,5,2,2.9,350,0.85,NORMAL,1
1016129,4,3,3.5,322,0.91,NORMAL,2.3
1016141,3,2,2.6,414,0.5,NORMAL,1.3
1016261,2,3,1.6,298,0.69,NORMAL,4.2
1016319,3,2,1,204,0.55,NORMAL,3.8
1016331,2,2,1.9,324,0.73,NORMAL,3.7
1016400,3,3,1.5,330,0.28,NORMAL,5
1016477,3,5,3.2,253,0.3,NORMAL,4.9
1016524,5,5,1.9,303,0.29,NORMAL,3
1016527,1,3,1.6,309,0.12,NORMAL,2.6
1016586,3,3,2.8,278,0.55,NORMAL,2.6
1016720,4,3,2.7,385,0.42,NORMAL,2.9
1016729,0,3,2.9,235,0.17,NORMAL,2.8
1016799,5,3,3,312,0.96,NORMAL,1.6
1016851,,4,1.6,371,0.02,SUSPENDIDO,2.6
1016960,2,5,1.6,298,0.78,NORMAL,4.5
1017099,0,4,-2.1,384,0.88,NORMAL,4.2
1017211,1,2,3.4,327,0.72,NORMAL,1.4
1017238,2,4,-2.1,376,0.49,NORMAL,4
1017252,4,2,3.5,319,0.72,NORMAL,2.2
1017262,0,5,2.3,319,0.63,NORMAL,2.3
1017285,2,3,-2.1,320,0.99,NORMAL,2.8
1017462,2,4,3.4,205,0.67,NORMAL,4.4
1017470,4,5,3.1,347,0.06,NORMAL,2.6
1017669,4,3,-2.1,357,0.63,NORMAL,1.7
1017871,4,3,3.5,229,0.56,NORMAL,3.1
1017959,3,3,1.6,375,0.07,SUSPENDIDO,1.1
1018002,5,3,3,281,0.03,NORMAL,2.2
1018105,1,3,-2.1,309,0.64,NORMAL,1.8
1018156,,4,3,392,0.69,NORMAL,5
1018166,2,3,-2.1,332,0.52,NORMAL,4.9
1018170,4,3,3.3,315,0.72,NORMAL,4.1
1018191,4,4,1.3,241,0.78,NORMAL,3.7
1018233,3,2,3.4,205,0.29,NORMAL,2.6
1018255,3,3,1.8,255,0.89,NORMAL,2.9
1018274,5,2,1.6,367,0.46,NORMAL,4.6
1018326,1,3,1.6,286,0.24,NORMAL,3.8
1018345,0,4,0,365,0.15,NORMAL,2.5
1018470,2,4,2.4,367,0.9,NORMAL,2.7
1018517,5,5,2.6,224,0.63,NORMAL,1.2
1018531,2,3,1.9,392,0.87,NORMAL,4.4
1018618,1,,-2.1,268,0.17,NORMAL,3.8
1018621,3,3,2.6,413,0.39,NORMAL,1.6
1018631,4,4,1.2,208,0.35,NORMAL,2.9
1018654,5,3,2.7,386,0.92,NORMAL,2.1
1018783,2,4,2.1,331,0.16,NORMAL,2.1
1018822,2,3,1.1,282,0.13,NORMAL,2.4
1018916,,3,1.2,278,0.44,NORMAL,4.4
1019153,3,2,2.8,327,0.25,NORMAL,2.6
1019237,0,3,2.4,342,0.99,NORMAL,2
1019251,0,2,1.8,310,0.22,NORMAL,3.7
1019253,4,3,2.8,255,0.45,NORMAL,2.8
1019255,5,3,2.4,405,0.84,NORMAL,1.9
1019300,1,5,1.3,276,0.7,NORMAL,1.2
1019409,5,3,1.6,313,0.5,NORMAL,2.9
1019456,3,5,3,397,0.71,NORMAL,1.2
1019502,1,4,-2.1,330,0.61,NORMAL,2
1019524,4,2,-2.1,346,0.81,NORMAL,2.5
1019542,0,2,1.5,259,0.89,NORMAL,4.9
1019692,5,2,1.8,349,0.88,NORMAL,3.2
1019737,1,5,1.9,304,0,NORMAL,4
1019913,3,2,2.9,219,0.09,SUSPENDIDO,1.5
1019917,4,5,-2.1,223,0.04,NORMAL,3.6
1019918,1,4,1.6,405,0.31,NORMAL,2.4
1019944,1,5,-2.1,240,0.07,NORMAL,2.2
1020261,1,2,2.9,412,0.88,NORMAL,2.1
1020295,3,4,2.1,259,0.91,NORMAL,2.3
1020429,1,2,2.9,396,0.47,NORMAL,2.1
1020504,,4,2.1,361,0.87,NORMAL,1.5
1020509,0,3,1,282,0.81,NORMAL,2.5
1020529,3,2,3.5,405,0.03,NORMAL,1.9
1020560,5,2,2.3,265,0.13,NORMAL,4.1
1020589,0,3,2.2,407,0.26,NORMAL,4.5
1020656,1,4,1.1,387,0.67,NORMAL,2.9
1020678,4,4,1.9,214,0.47,NORMAL,1.9
1020693,3,3,3.2,296,0.7,NORMAL,5
1020699,5,4,1.9,415,0.1,NORMAL,1.2
1020835,4,3,2.1,313,0.35,NORMAL,1.3
1020854,0,5,2.2,252,0.63,NORMAL,3.7
1020870,2,5,3.3,213,0.33,NORMAL,1.7
1020955,3,3,-2.1,206,0.61,NORMAL,3.4
1020961,3,4,1.9,323,0.75,NORMAL,4.4
1020978,5,2,-2.1,356,0.2,NORMAL,2.2
1020982,5,5,1.3,231,0.99,NORMAL,1.4
1021066,1,4,2.2,383,0.84,NORMAL,3.1
1021124,4,5,2.1,270,0.95,NORMAL,4.4
1021171,5,3,1.8,280,0.71,NORMAL,1
1021193,1,3,2.8,293,1,NORMAL,3.8
1021196,2,2,1.3,387,0.23,NORMAL,4.3
1021201,2,2,2.4,344,0.46,NORMAL,1.9
1021213,0,5,2.1,284,0.26,NORMAL,1.2
1021220,5,2,1.8,288,0.52,NORMAL,4.3
1021269,0,2,3,283,0.4,NORMAL,2.8
1021304,5,5,-2.1,413,0.36,NORMAL,1.7
1021322,3,2,1,224,0.35,NORMAL,3.8
1021343,1,3,3.2,336,0.15,NORMAL,3.7
1021352,4,4,2.8,250,0.34,NORMAL,4.6
1021471,3,4,1.3,297,0.89,NORMAL,2.9
1021636,4,4,3.3,206,0.76,NORMAL,2
1021728,3,2,1.8,314,0.4,NORMAL,3.8
1021766,5,5,-2.1,322,0.81,NORMAL,2.1
1021844,5,4,-2.1,347,0.2,NORMAL,4.2
1021904,3,5,1.6,202,0.5,NORMAL,5
1022020,3,3,2.8,272,0.89,NORMAL,2.7
1022062,3,3,2.7,274,0.06,NORMAL,4.8
1022074,0,4,1.5,350,0.27,NORMAL,1.1
1022111,5,4,2.1,277,1,NORMAL,2.3
1022319,3,4,1,346,0.5,NORMAL,2.7
1022475,1,3,3.4,252,0.35,NORMAL,1.4
1022487,2,2,3,278,0.13,NORMAL,4.5
1022490,1,4,3.3,208,0.7,NORMAL,2.4
1022492,2,3,-2.1,347,0.66,NORMAL,1.7
1022633,1,4,2.8,341,0.41,NORMAL,1.6
1022647,3,5,2,375,0.17,NORMAL,2.8
1022740,,5,2.7,346,0.21,NORMAL,1.4
1022862,0,2,1.2,289,0.01,NORMAL,3.8
1022949,5,5,2.3,262,0.64,NORMAL,1.7
1022961,1,5,1.8,335,0.72,NORMAL,4.6
1023000,1,3,2.3,405,0.03,NORMAL,4.8
1023033,4,4,1.2,239,0.88,NORMAL,3.4
1023068,2,3,1.5,281,0.09,NORMAL,3.4
1023196,1,4,1.2,402,0.49,NORMAL,1.9
1023242,3,2,2.1,276,0.44,NORMAL,1.5
1023243,4,2,3,354,0.88,NORMAL,1.1
1023245,1,4,1,326,0.03,NORMAL,1.7
1023252,2,5,2.3,212,0.89,NORMAL,1.9
1023258,0,5,3.5,249,0.16,NORMAL,1.2
1023332,0,2,1.5,203,0.05,NORMAL,3
1023411,5,5,1,229,0.26,NORMAL,2.7
1023413,3,2,2.8,217,0.54,NORMAL,2.2
1023526,4,4,2.8,259,0.65,NORMAL,2.1
1023570,5,5,1.5,282,0.43,NORMAL,3.2
1023681,0,2,2.4,393,0.94,NORMAL,1.3
1023792,0,2,3.3,254,0.15,NORMAL,1.6
1023798,1,3,1,302,0.11,NORMAL,4.7
1023836,0,4,1.3,374,0.34,NORMAL,3.9
1023908,1,3,2.9,310,0.97,NORMAL,3.3
1024009,1,2,2.4,272,0.96,NORMAL,
1024026,2,4,2.2,338,0.31,NORMAL,5
1024042,0,2,2.3,255,0.32,NORMAL,5
1024140,1,3,2.8,225,0.18,NORMAL,2.7
1024142,1,3,-2.1,276,0.22,NORMAL,1.5
1024151,3,3,-2.1,298,0.16,NORMAL,3.2
1024157,3,2,3.5,313,0.97,NORMAL,1.4
1024178,,5,2.1,334,0.65,NORMAL,2.8
1024275,5,5,3.2,366,0.57,NORMAL,4.7
1024534,2,4,2.1,228,0.4,NORMAL,4.2
1024592,5,5,1.9,257,0.6,NORMAL,2.3
1024678,1,5,2.3,360,0.12,NORMAL,3.6
1024732,3,3,3.5,217,0.35,NORMAL,1.8
1024741,,3,2.7,296,0.62,NORMAL,2.9
1024755,4,3,-2.1,350,0.28,NORMAL,4
1024964,,2,2.9,238,0.79,NORMAL,4.1
1025087,2,2,3.3,310,0.19,NORMAL,2.6
1025165,1,3,1.6,415,0.33,NORMAL,4.8
1025200,4,4,2.3,408,0.55,NORMAL,4.7
1025211,3,3,1.6,357,0.45,NORMAL,3.2
1025356,4,3,2.8,339,0.79,NORMAL,1.7
1025366,1,4,2.8,245,0.23,NORMAL,4.1
1025431,2,3,3.4,287,0.17,NORMAL,3
1025457,5,4,2.9,336,0.02,NORMAL,2.3
1025484,2,5,1.2,322,0.23,NORMAL,1.3
1025504,4,4,1.9,304,0.66,NORMAL,2.1
1025521,0,2,3.1,278,0.35,NORMAL,2.4
1025717,4,5,-2.1,280,0.58,NORMAL,3.8
1025839,2,2,2.1,407,0.97,NORMAL,1.9
1025860,0,3,2.7,403,0.18,NORMAL,3.8
1025897,0,5,-2.1,342,0.45,NORMAL,4.2
1025935,2,3,1.1,366,0.92,NORMAL,4.3
1026422,2,3,3,365,0.97,NORMAL,2.1
1026618,3,2,2,248,0.6,NORMAL,2.3
1026691,2,3,-2.1,267,0.8,NORMAL,
1026701,4,4,1.5,-226,0.83,NORMAL,3.9
1026777,4,5,-2.1,351,0.01,NORMAL,1.1
1026835,2,2,2.4,227,0.52,NORMAL,1.4
1026884,2,2,3.5,302,0.19,NORMAL,3.4
1026956,1,5,2.6,323,0.22,NORMAL,4.1
1026978,4,2,2,275,0.5,NORMAL,2.3
1027002,1,4,2.6,208,0.76,NORMAL,4.9
1027020,3,2,3.2,238,0.03,NORMAL,1.1
1027022,5,3,3.3,406,0.58,NORMAL,2.7
1027158,4,2,2.3,300,0.51,NORMAL,1.7
1027319,2,2,2.8,233,0.96,NORMAL,1.1
1027479,2,5,2.4,206,0.57,NORMAL,3.1
1027484,5,4,3.1,222,0.62,NORMAL,3.2
1027494,0,4,2.2,383,0.45,NORMAL,1.1
1027498,4,3,3.1,302,0,NORMAL,3.1
1027585,4,5,1.3,235,0.98,NORMAL,4.2
1027593,,3,1.1,258,0.98,NORMAL,4.1
1027599,3,4,2.9,218,0.34,NORMAL,4.3
1027811,3,5,1.9,273,0.53,NORMAL,1.1
1027841,3,3,2,247,0.1,SUSPENDIDO,3.3
1027997,1,3,3.4,258,0.1,NORMAL,4.9
1028066,,5,2.7,414,0.33,NORMAL,
1028074,1,5,-2.1,283,0.42,NORMAL,1.6
1028088,2,2,1.1,251,0.93,NORMAL,2.8
1028115,3,3,3.3,367,0.47,NORMAL,2.3
1028224,0,2,-2.1,408,0.2,NORMAL,4.8
1028373,4,5,2.4,302,0.53,NORMAL,1.9
1028398,5,5,2.4,397,0.27,NORMAL,1.6
1028426,4,2,2.8,410,0.53,NORMAL,1.4
1028494,0,5,3.1,300,0.38,NORMAL,2.4
1028511,5,4,1.1,316,0,NORMAL,4.1
1028531,5,5,3.1,302,0.02,SUSPENDIDO,3.4
1028594,0,4,3,386,0.34,NORMAL,1.1
1028772,2,2,2.9,374,0.9,NORMAL,1.1
1028808,0,3,2.4,261,0.19,NORMAL,1.5
1028851,3,2,2.9,255,0.08,NORMAL,1
1028882,1,2,1.3,213,0.29,NORMAL,4
1028929,0,3,1.6,234,0.11,NORMAL,3.9
1028992,5,4,2.4,295,0.53,NORMAL,4
1029082,5,3,2.8,270,0.11,NORMAL,4.5
